Longitude,Latitude,UHI_Class
-13.243845,8.469901667,High
-13.24392333,8.469873333,High
-13.243955,8.46986,High
-13.24398667,8.469848333,High
-13.24401833,8.469836667,High
-13.24412833,8.469785,High
-13.24421333,8.469751667,High
-13.244285,8.469718333,High
-13.24435333,8.469683333,High
-13.24443333,8.469643333,High
-13.19099333,8.472608333,High
-13.19108,8.47265,High
-13.19120667,8.47271,High
-13.19158333,8.472701667,High
-13.19170833,8.47255,High
-13.19174167,8.472503333,High
-13.19204333,8.472105,High
-13.19213,8.471975,High
-13.19220833,8.471856667,High
-13.19224667,8.471786667,High
-13.19231,8.471721667,High
-13.192335,8.47169,High
-13.19239167,8.471575,High
-13.19245,8.471478333,High
-13.19248333,8.47142,High
-13.19259333,8.47116,High
-13.19260667,8.470941667,High
-13.19259833,8.470883333,High
-13.19259333,8.470856667,High
-13.19259,8.470818333,High
-13.19258167,8.470606667,High
-13.19257833,8.47057,High
-13.192575,8.470543333,High
-13.19256833,8.470428333,High
-13.19256833,8.470393333,High
-13.19256167,8.470228333,High
-13.192555,8.470036667,High
-13.19253833,8.469678333,High
-13.19253667,8.469601667,High
-13.19253667,8.469518333,High
-13.19253333,8.469275,High
-13.192535,8.469206667,High
-13.19253667,8.469153333,High
-13.19253833,8.469091667,High
-13.19253167,8.468931667,High
-13.19250167,8.468383333,High
-13.1925,8.468188333,High
-13.19194167,8.467656667,High
-13.1916,8.467615,High
-13.1916,8.467581667,High
-13.19156333,8.467045,High
-13.191575,8.466878333,High
-13.19157667,8.466853333,High
-13.19157667,8.466828333,High
-13.19157667,8.466803333,High
-13.19157333,8.466688333,High
-13.19157167,8.466658333,High
-13.191575,8.466553333,High
-13.191575,8.466521667,High
-13.19156833,8.466426667,High
-13.19156667,8.466388333,High
-13.19152833,8.465988333,High
-13.19150667,8.465813333,High
-13.191505,8.465748333,High
-13.19149833,8.465681667,High
-13.19149167,8.465551667,High
-13.19149333,8.465458333,High
-13.19149833,8.465308333,High
-13.19149667,8.46527,High
-13.191495,8.465236667,High
-13.19148833,8.46517,High
-13.19148333,8.465125,High
-13.19147833,8.465016667,High
-13.19148167,8.464978333,High
-13.19148167,8.46495,High
-13.19150167,8.464891667,High
-13.19152333,8.464873333,High
-13.191575,8.464848333,High
-13.19160333,8.464838333,High
-13.19166833,8.464831667,High
-13.19180167,8.464835,High
-13.19184333,8.464828333,High
-13.19196167,8.464791667,High
-13.19198833,8.464781667,High
-13.19204333,8.464763333,High
-13.19220167,8.464753333,High
-13.19236667,8.464758333,High
-13.19246333,8.464745,High
-13.19256167,8.464733333,High
-13.192785,8.464738333,High
-13.19298167,8.46472,High
-13.19301667,8.464718333,High
-13.19348833,8.464683333,High
-13.19355667,8.464676667,High
-13.19368167,8.464666667,High
-13.19385167,8.464656667,High
-13.19389833,8.464656667,High
-13.19395,8.464653333,High
-13.194,8.464655,High
-13.1941,8.464658333,High
-13.19414667,8.464663333,High
-13.19423333,8.464665,High
-13.19427833,8.464648333,High
-13.19428667,8.464623333,High
-13.19429667,8.46454,High
-13.19429833,8.46444,High
-13.19429833,8.464351667,High
-13.19431,8.46426,High
-13.1945,8.46408,High
-13.19453167,8.464031667,High
-13.19453167,8.46398,High
-13.19451333,8.46337,High
-13.18365,8.4658,High
-13.18354333,8.466023333,High
-13.183535,8.466038333,High
-13.183385,8.466018333,High
-13.18334167,8.466008333,High
-13.18329833,8.465996667,High
-13.18321333,8.465973333,High
-13.18312833,8.465948333,High
-13.18303667,8.465916667,High
-13.182995,8.4659,High
-13.18293833,8.465876667,High
-13.18288667,8.46586,High
-13.18283,8.465846667,High
-13.18279833,8.465838333,High
-13.18267167,8.465793333,High
-13.18219167,8.46564,High
-13.18145167,8.465415,High
-13.18138333,8.465391667,High
-13.18121667,8.465331667,High
-13.181175,8.465315,High
-13.18113667,8.4653,High
-13.18109,8.46528,High
-13.18072667,8.465078333,High
-13.18068,8.465043333,High
-13.18067,8.465036667,High
-13.18065667,8.465026667,High
-13.18064167,8.465016667,High
-13.18058667,8.464988333,High
-13.18055333,8.464966667,High
-13.18052167,8.464943333,High
-13.18049333,8.464925,High
-13.18046,8.4649,High
-13.18043,8.464888333,High
-13.18069667,8.464198333,High
-13.18085167,8.463848333,High
-13.18097833,8.463646667,High
-13.18111,8.463503333,High
-13.18121833,8.463401667,High
-13.18127833,8.463345,High
-13.18134333,8.463285,High
-13.18169667,8.462863333,High
-13.18182833,8.462733333,High
-13.18213333,8.462426667,High
-13.18249,8.462218333,High
-13.18257833,8.462115,High
-13.18266167,8.461996667,High
-13.18274333,8.461883333,High
-13.18278167,8.461823333,High
-13.18281667,8.461763333,High
-13.18284833,8.461703333,High
-13.18302333,8.46139,High
-13.18307167,8.461301667,High
-13.183135,8.4612,High
-13.18315333,8.461171667,High
-13.18325167,8.461041667,High
-13.18333667,8.460923333,High
-13.18351667,8.46066,High
-13.18354167,8.460616667,High
-13.18356833,8.460566667,High
-13.18366,8.460415,High
-13.18368833,8.460365,High
-13.183715,8.460313333,High
-13.183815,8.460123333,High
-13.183865,8.460011667,High
-13.18401167,8.45969,High
-13.18409167,8.459443333,High
-13.18417333,8.459168333,High
-13.18422,8.459003333,High
-13.18423167,8.458941667,High
-13.18423833,8.45888,High
-13.184245,8.458815,High
-13.184255,8.458688333,High
-13.18425667,8.458626667,High
-13.18420333,8.458018333,High
-13.18420167,8.457988333,High
-13.18418,8.457746667,High
-13.17993833,8.453136667,High
-13.17996667,8.45313,High
-13.17973833,8.452528333,High
-13.179735,8.452498333,High
-13.179705,8.452421667,High
-13.179685,8.452393333,High
-13.17966167,8.452373333,High
-13.17947167,8.452303333,High
-13.17927,8.452136667,High
-13.17907833,8.45197,High
-13.17900833,8.451916667,High
-13.17897833,8.451891667,High
-13.17895,8.451871667,High
-13.17874167,8.451748333,High
-13.178705,8.451725,High
-13.178625,8.451686667,High
-13.17853333,8.451611667,High
-13.17845167,8.451521667,High
-13.17842167,8.451491667,High
-13.17839,8.451461667,High
-13.17832667,8.451385,High
-13.17829167,8.451343333,High
-13.17812833,8.4512,High
-13.17793333,8.451013333,High
-13.17783167,8.450913333,High
-13.177805,8.450875,High
-13.17775333,8.450805,High
-13.17771667,8.45078,High
-13.17763833,8.450723333,High
-13.177555,8.450645,High
-13.17754333,8.450633333,High
-13.17738,8.450678333,High
-13.17735833,8.450706667,High
-13.17735167,8.450713333,High
-13.17728333,8.45073,High
-13.17721833,8.450773333,High
-13.177205,8.450778333,High
-13.17719167,8.450785,High
-13.17716167,8.450803333,High
-13.17714833,8.450813333,High
-13.17709167,8.450845,High
-13.17708,8.450848333,High
-13.17702667,8.450865,High
-13.17696,8.450888333,High
-13.17695167,8.450893333,High
-13.17694167,8.450898333,High
-13.17692167,8.450906667,High
-13.1769,8.450921667,High
-13.17684833,8.450945,High
-13.17684167,8.450955,High
-13.17683,8.450973333,High
-13.176795,8.451,High
-13.17676833,8.451018333,High
-13.17675833,8.451023333,High
-13.17674167,8.451033333,High
-13.17671,8.451053333,High
-13.17666333,8.451063333,High
-13.176635,8.451061667,High
-13.17662333,8.45106,High
-13.17659833,8.451063333,High
-13.17659333,8.45107,High
-13.17653333,8.451053333,High
-13.17649,8.451043333,High
-13.17631667,8.45111,High
-13.17629833,8.451111667,High
-13.17618167,8.451138333,High
-13.17612,8.451158333,High
-13.17602667,8.451206667,High
-13.17600167,8.451221667,High
-13.175995,8.451228333,High
-13.17598833,8.45122,High
-13.17585667,8.451293333,High
-13.17583167,8.451305,High
-13.17580667,8.451325,High
-13.175825,8.451411667,High
-13.17582667,8.451425,High
-13.175835,8.451448333,High
-13.175835,8.45146,High
-13.17584,8.451518333,High
-13.17584833,8.45158,High
-13.17584667,8.451591667,High
-13.175845,8.451601667,High
-13.17584,8.45161,High
-13.17583833,8.451631667,High
-13.17588,8.451751667,High
-13.17588,8.451768333,High
-13.17588,8.451828333,High
-13.17587667,8.45184,High
-13.17586333,8.451863333,High
-13.17580667,8.451968333,High
-13.17580333,8.451983333,High
-13.17580333,8.452,High
-13.17579667,8.452025,High
-13.175795,8.452036667,High
-13.17578167,8.452078333,High
-13.17578,8.452091667,High
-13.17575667,8.452165,High
-13.17575,8.452175,High
-13.17574167,8.452185,High
-13.175735,8.452195,High
-13.17573,8.452205,High
-13.17572333,8.452216667,High
-13.175715,8.45248,High
-13.17572333,8.45251,High
-13.17572833,8.452523333,High
-13.17573333,8.452536667,High
-13.17573833,8.452548333,High
-13.17574833,8.452558333,High
-13.175765,8.452578333,High
-13.17581333,8.45275,High
-13.175815,8.452765,High
-13.17582,8.452811667,High
-13.175815,8.452851667,High
-13.17577167,8.452926667,High
-13.17576,8.45293,High
-13.17573833,8.452938333,High
-13.17573333,8.452941667,High
-13.17562,8.452971667,High
-13.175605,8.452971667,High
-13.17557,8.452971667,High
-13.17552,8.452965,High
-13.175505,8.452963333,High
-13.17549,8.452961667,High
-13.175415,8.45296,High
-13.17538333,8.452956667,High
-13.17536833,8.452953333,High
-13.17534167,8.452945,High
-13.17531333,8.45294,High
-13.17527333,8.452935,High
-13.175235,8.452935,High
-13.17522167,8.452933333,High
-13.17514667,8.452908333,High
-13.17513333,8.452906667,High
-13.175115,8.452903333,High
-13.17509,8.452896667,High
-13.175075,8.452895,High
-13.17501333,8.452888333,High
-13.17497333,8.45289,High
-13.17496,8.45289,High
-13.17494667,8.452891667,High
-13.174935,8.45289,High
-13.17492167,8.452888333,High
-13.17489333,8.452898333,High
-13.17486,8.452906667,High
-13.174845,8.452913333,High
-13.17479333,8.452941667,High
-13.17476167,8.452956667,High
-13.17473,8.452968333,High
-13.174715,8.452976667,High
-13.17467833,8.452998333,High
-13.17464333,8.453035,High
-13.17462167,8.453065,High
-13.174615,8.453078333,High
-13.17460667,8.453095,High
-13.17458667,8.45312,High
-13.174525,8.453201667,High
-13.17451833,8.453211667,High
-13.17450833,8.453225,High
-13.17449167,8.453248333,High
-13.17447,8.45328,High
-13.17445167,8.453306667,High
-13.17443833,8.45333,High
-13.17439667,8.45339,High
-13.17439,8.453403333,High
-13.17434167,8.453453333,High
-13.17433167,8.453466667,High
-13.17426833,8.453531667,High
-13.17426,8.453541667,High
-13.17425167,8.453551667,High
-13.17422333,8.453585,High
-13.17419333,8.453613333,High
-13.17417167,8.45363,High
-13.17415333,8.453648333,High
-13.17413167,8.453663333,High
-13.17411833,8.453671667,High
-13.17408833,8.453685,High
-13.174075,8.45369,High
-13.17406333,8.453696667,High
-13.17405333,8.453705,High
-13.174035,8.453723333,High
-13.173995,8.453766667,High
-13.17398667,8.453776667,High
-13.17397833,8.45379,High
-13.17396333,8.453816667,High
-13.17395667,8.453828333,High
-13.17395333,8.45384,High
-13.17394667,8.453853333,High
-13.17393333,8.453878333,High
-13.17391667,8.4539,High
-13.17390667,8.453911667,High
-13.17389833,8.453923333,High
-13.17389333,8.453935,High
-13.17388,8.45398,High
-13.17387,8.454006667,High
-13.17386833,8.454018333,High
-13.17386667,8.454071667,High
-13.17385833,8.454135,High
-13.17386167,8.454146667,High
-13.17386167,8.454158333,High
-13.17386333,8.45417,High
-13.17386167,8.454181667,High
-13.17386667,8.454221667,High
-13.17381667,8.454281667,High
-13.17380333,8.454288333,High
-13.17379167,8.454293333,High
-13.17376333,8.4543,High
-13.17375,8.454303333,High
-13.17372,8.454318333,High
-13.17369667,8.454326667,High
-13.173685,8.454331667,High
-13.173675,8.454338333,High
-13.17363667,8.454353333,High
-13.17358667,8.454371667,High
-13.17356333,8.45438,High
-13.17353833,8.454386667,High
-13.17352667,8.454391667,High
-13.173515,8.454396667,High
-13.1735,8.454401667,High
-13.17343833,8.45441,High
-13.17337667,8.454436667,High
-13.17335167,8.454456667,High
-13.17323833,8.454513333,High
-13.173085,8.4546,High
-13.173075,8.454611667,High
-13.17306833,8.45462,High
-13.17305833,8.454626667,High
-13.17305,8.454631667,High
-13.17304,8.454635,High
-13.17294833,8.454656667,High
-13.17293667,8.454658333,High
-13.17291333,8.454666667,High
-13.1729,8.45467,High
-13.17288833,8.454673333,High
-13.17284667,8.454688333,High
-13.17283667,8.454693333,High
-13.17282167,8.4547,High
-13.17276,8.45473,High
-13.172745,8.454735,High
-13.17271167,8.454748333,High
-13.17265333,8.454768333,High
-13.17263667,8.454773333,High
-13.17262333,8.454778333,High
-13.172595,8.454788333,High
-13.17258,8.454793333,High
-13.17256833,8.4548,High
-13.17251,8.45481,High
-13.17249667,8.454816667,High
-13.17248333,8.45482,High
-13.17245333,8.454826667,High
-13.17229333,8.454933333,High
-13.17223667,8.454941667,High
-13.17220333,8.45496,High
-13.17216833,8.454983333,High
-13.17212167,8.455013333,High
-13.17208167,8.455038333,High
-13.172055,8.45505,High
-13.17200833,8.45507,High
-13.17199833,8.455068333,High
-13.17198,8.455045,High
-13.17194667,8.454963333,High
-13.17191333,8.454866667,High
-13.17190667,8.454858333,High
-13.1719,8.454846667,High
-13.17185667,8.454783333,High
-13.171725,8.454578333,High
-13.17170167,8.454548333,High
-13.171695,8.454536667,High
-13.17167667,8.454501667,High
-13.17167,8.454491667,High
-13.17166333,8.454476667,High
-13.17165833,8.454468333,High
-13.17162833,8.454416667,High
-13.17157667,8.454316667,High
-13.17156833,8.454293333,High
-13.17154333,8.45425,High
-13.171535,8.454241667,High
-13.171485,8.454168333,High
-13.171465,8.454138333,High
-13.17145667,8.454125,High
-13.17144667,8.454103333,High
-13.17144167,8.454095,High
-13.17099167,8.453631667,High
-13.17076,8.453755,High
-13.17057667,8.453851667,High
-13.17047667,8.453905,High
-13.17042833,8.453935,High
-13.17018167,8.454135,High
-13.17045,8.454648333,High
-13.170615,8.45491,High
-13.17071833,8.455078333,High
-13.17095167,8.455481667,High
-13.17099333,8.455565,High
-13.17114,8.455828333,High
-13.17118333,8.455926667,High
-13.17144333,8.456545,High
-13.17156,8.456838333,High
-13.17159333,8.456926667,High
-13.171625,8.457015,High
-13.17165667,8.457105,High
-13.17178833,8.457488333,High
-13.17182667,8.457593333,High
-13.171905,8.457795,High
-13.17198333,8.457986667,High
-13.17212667,8.45837,High
-13.17228667,8.458778333,High
-13.17240333,8.459118333,High
-13.17257167,8.459575,High
-13.172725,8.459983333,High
-13.17285667,8.460351667,High
-13.17288833,8.460443333,High
-13.17292,8.46053,High
-13.17301167,8.460783333,High
-13.17307,8.46095,High
-13.17312,8.461101667,High
-13.17314833,8.461173333,High
-13.173175,8.461241667,High
-13.1732,8.46131,High
-13.17322167,8.461375,High
-13.173245,8.461438333,High
-13.17329167,8.461561667,High
-13.17337333,8.461783333,High
-13.17339833,8.46185,High
-13.17122167,8.46305,High
-13.17125833,8.463015,High
-13.171285,8.46297,High
-13.17129333,8.462945,High
-13.17131333,8.462893333,High
-13.17132667,8.46289,High
-13.171375,8.462911667,High
-13.17145667,8.462951667,High
-13.17152667,8.462973333,High
-13.17158333,8.46298,High
-13.17160833,8.46298,High
-13.17169333,8.462976667,Medium
-13.17176333,8.462965,High
-13.17185833,8.46295,High
-13.17193333,8.462941667,High
-13.17197167,8.462933333,High
-13.17200667,8.462923333,High
-13.172035,8.462915,High
-13.17206,8.462906667,High
-13.17211333,8.462891667,High
-13.17213833,8.46289,High
-13.17222333,8.462886667,High
-13.17235667,8.462843333,High
-13.172395,8.462833333,High
-13.17250333,8.462798333,High
-13.17254167,8.462785,High
-13.17258,8.462768333,High
-13.17269833,8.462706667,High
-13.17276833,8.462671667,High
-13.17287,8.46263,High
-13.17298333,8.462576667,High
-13.17313167,8.462505,High
-13.17323333,8.462448333,High
-13.17331833,8.462438333,High
-13.17340333,8.462405,High
-13.173645,8.462513333,High
-13.17368667,8.462608333,High
-13.173725,8.462703333,High
-13.17376167,8.462798333,High
-13.17386833,8.463103333,High
-13.173955,8.463328333,High
-13.17406333,8.463561667,High
-13.17424667,8.463895,High
-13.17448,8.464253333,High
-13.17480667,8.464651667,High
-13.17508,8.46495,High
-13.175325,8.465201667,High
-13.17540833,8.46529,High
-13.17549833,8.465381667,High
-13.17577833,8.465663333,High
-13.17587333,8.46576,High
-13.17597,8.46586,High
-13.17606667,8.465958333,High
-13.17616333,8.466053333,High
-13.17626,8.466148333,High
-13.17653,8.466433333,High
-13.17662667,8.466526667,High
-13.17751167,8.46743,High
-13.17809667,8.468016667,High
-13.17829167,8.468211667,High
-13.17838833,8.468305,High
-13.179425,8.469388333,High
-13.17949333,8.469463333,High
-13.17955167,8.469528333,High
-13.17959833,8.469583333,High
-13.17965,8.4697,High
-13.17965667,8.46974,High
-13.17969833,8.469791667,High
-13.179795,8.469898333,High
-13.179815,8.469918333,High
-13.179875,8.469985,High
-13.179905,8.470018333,High
-13.179935,8.470058333,High
-13.180195,8.470321667,High
-13.18025833,8.470375,High
-13.17914667,8.472531667,High
-13.17921833,8.47245,High
-13.17929167,8.472348333,High
-13.179465,8.472101667,High
-13.17949,8.472066667,High
-13.17953833,8.472015,High
-13.17963833,8.471885,High
-13.17966,8.47185,High
-13.17971333,8.471786667,High
-13.17974333,8.47175,High
-13.17980833,8.471681667,High
-13.17986667,8.47159,High
-13.17988833,8.471515,High
-13.17989,8.471426667,High
-13.17989833,8.47134,High
-13.17991333,8.4712,High
-13.17992167,8.471111667,High
-13.17994167,8.471028333,High
-13.17994833,8.470985,High
-13.17995667,8.470946667,High
-13.17996833,8.47091,High
-13.17999667,8.470845,High
-13.18001833,8.470815,High
-13.18004333,8.47078,High
-13.18009667,8.470708333,High
-13.18022667,8.470576667,High
-13.18027667,8.470515,High
-13.180365,8.47053,High
-13.18075167,8.470828333,High
-13.1808,8.470891667,High
-13.180825,8.470911667,High
-13.18090167,8.470951667,High
-13.18097,8.470988333,High
-13.18111167,8.471061667,High
-13.18115333,8.471083333,High
-13.18119167,8.471103333,High
-13.18123333,8.471123333,High
-13.18134333,8.471178333,High
-13.18146667,8.471251667,High
-13.18155167,8.471295,High
-13.18163167,8.471333333,High
-13.18175667,8.471398333,High
-13.181895,8.471451667,High
-13.181975,8.471473333,High
-13.182035,8.471473333,High
-13.18205833,8.471461667,High
-13.18212167,8.47136,High
-13.182175,8.471315,High
-13.18252667,8.471376667,High
-13.18262,8.47141,High
-13.18272,8.471443333,High
-13.18293333,8.471511667,High
-13.18316,8.471585,High
-13.18328,8.471626667,High
-13.18340333,8.471673333,High
-13.18377333,8.471813333,High
-13.18389,8.47186,High
-13.18400167,8.471906667,High
-13.18411167,8.471953333,High
-13.18453333,8.472158333,High
-13.18559333,8.472828333,High
-13.18589833,8.473035,High
-13.18600167,8.4731,High
-13.18610167,8.473161667,High
-13.186285,8.473276667,High
-13.18485667,8.476835,High
-13.184865,8.476738333,High
-13.184905,8.476545,High
-13.184935,8.476323333,High
-13.18494,8.476278333,High
-13.18497,8.476196667,High
-13.18507833,8.476028333,High
-13.18512167,8.475955,High
-13.18513667,8.475928333,High
-13.18515,8.475901667,High
-13.18516667,8.475816667,High
-13.18513333,8.47576,High
-13.18510667,8.475736667,High
-13.18508167,8.475675,High
-13.185075,8.475606667,High
-13.18508167,8.475575,High
-13.18518333,8.475458333,High
-13.18520667,8.47543,High
-13.18535333,8.475215,High
-13.18541167,8.475131667,High
-13.18543833,8.475091667,High
-13.18546333,8.47505,High
-13.185505,8.47497,High
-13.18553667,8.474893333,High
-13.185555,8.474863333,High
-13.18556833,8.474836667,High
-13.18560833,8.474765,High
-13.18561667,8.474736667,High
-13.185625,8.474706667,High
-13.18563333,8.474676667,High
-13.18564333,8.474641667,High
-13.18566,8.474581667,High
-13.185675,8.474516667,High
-13.18572833,8.474446667,High
-13.18575833,8.474408333,High
-13.18596667,8.474125,High
-13.185985,8.474093333,High
-13.18600667,8.474056667,High
-13.18603,8.474023333,High
-13.18607833,8.473961667,High
-13.18610833,8.473931667,High
-13.18614167,8.473896667,High
-13.18617833,8.473855,High
-13.18627333,8.47367,High
-13.18640167,8.473426667,High
-13.18641333,8.473415,High
-13.18650833,8.473433333,High
-13.18657333,8.473456667,High
-13.186645,8.47349,High
-13.18710333,8.473696667,High
-13.18766167,8.473891667,High
-13.18778,8.473925,High
-13.18789333,8.473955,High
-13.18822,8.474033333,High
-13.18855667,8.474098333,High
-13.188795,8.474125,High
-13.18892,8.47414,High
-13.18904667,8.474153333,High
-13.18917167,8.474171667,High
-13.18941667,8.474205,High
-13.19,8.474276667,High
-13.19005667,8.474308333,High
-13.190055,8.474378333,High
-13.19004167,8.474411667,High
-13.18998167,8.474495,High
-13.189915,8.474586667,High
-13.18986833,8.474648333,High
-13.18968,8.4748,High
-13.18966167,8.47482,High
-13.18952167,8.474958333,High
-13.18946833,8.475021667,High
-13.18941833,8.475081667,High
-13.18937333,8.475138333,High
-13.18934833,8.47517,High
-13.18932333,8.475201667,High
-13.18927,8.475263333,High
-13.18921667,8.47532,High
-13.18919333,8.475355,High
-13.18911833,8.475451667,High
-13.18909,8.475476667,High
-13.189055,8.475528333,High
-13.162365,8.444981667,High
-13.16235333,8.444963333,High
-13.16233667,8.444945,High
-13.162295,8.444866667,High
-13.16228667,8.444856667,High
-13.162245,8.444813333,High
-13.16221167,8.444781667,High
-13.162175,8.444768333,High
-13.16204167,8.444621667,High
-13.16197,8.444536667,High
-13.16188333,8.444413333,High
-13.16185667,8.444373333,High
-13.16182833,8.444338333,High
-13.16179833,8.444305,High
-13.16176667,8.444273333,High
-13.16164833,8.444121667,High
-13.16162167,8.444083333,High
-13.161595,8.444045,High
-13.16157,8.444001667,High
-13.161545,8.44395,High
-13.161465,8.44379,High
-13.16144,8.443733333,High
-13.16136667,8.443571667,High
-13.16095833,8.441858333,High
-13.158085,8.444753333,High
-13.15824667,8.444751667,High
-13.158285,8.444743333,High
-13.15832833,8.444731667,High
-13.15847,8.444678333,High
-13.15856167,8.444633333,High
-13.15863833,8.444585,High
-13.15899667,8.444361667,High
-13.15905,8.444325,High
-13.15914667,8.444243333,High
-13.15919333,8.444213333,High
-13.15924333,8.444183333,High
-13.15929,8.444151667,High
-13.15933167,8.444121667,High
-13.159375,8.444091667,High
-13.15944,8.444033333,High
-13.15949833,8.443976667,High
-13.15954833,8.443938333,High
-13.15950333,8.443231667,High
-13.15949333,8.443186667,High
-13.15949167,8.443141667,High
-13.15958667,8.44295,High
-13.15962,8.442908333,High
-13.15961,8.442896667,High
-13.15957667,8.442861667,High
-13.15951167,8.442773333,High
-13.15946833,8.442641667,High
-13.15946,8.442598333,High
-13.15945333,8.442553333,High
-13.15944667,8.442511667,High
-13.15946667,8.442351667,High
-13.15947,8.442311667,High
-13.15946167,8.442233333,High
-13.15945,8.4422,High
-13.15945,8.442138333,High
-13.15949,8.442076667,High
-13.15951833,8.442063333,High
-13.15958333,8.442035,High
-13.159675,8.442013333,High
-13.15970667,8.442008333,High
-13.15981667,8.441976667,High
-13.15987833,8.441956667,High
-13.15997333,8.441928333,High
-13.16001333,8.44192,High
-13.16005667,8.441911667,High
-13.16019667,8.44188,High
-13.160295,8.441855,High
-13.16078167,8.441783333,High
-13.160825,8.441776667,High
-13.16096833,8.441586667,High
-13.16090833,8.4409,High
-13.16089667,8.440786667,High
-13.160855,8.440321667,High
-13.160825,8.440083333,High
-13.160715,8.439595,High
-13.160525,8.439078333,High
-13.16046167,8.438951667,High
-13.16033167,8.438708333,High
-13.16027,8.438593333,High
-13.16012667,8.43837,High
-13.159735,8.437813333,High
-13.15965667,8.437698333,High
-13.15933333,8.437215,High
-13.15910667,8.436866667,High
-13.15896,8.43663,High
-13.1588,8.436388333,High
-13.15798667,8.435266667,High
-13.15790333,8.435146667,High
-13.15767333,8.434805,High
-13.15760167,8.434695,High
-13.15746333,8.434486667,High
-13.1573,8.434236667,High
-13.15714833,8.433996667,High
-13.15702833,8.433813333,High
-13.156775,8.433451667,High
-13.15665167,8.433265,High
-13.15639833,8.432875,High
-13.15633667,8.432788333,High
-13.15627667,8.432706667,High
-13.15622167,8.43263,High
-13.15610333,8.432448333,High
-13.15603167,8.432351667,High
-13.15599833,8.432301667,High
-13.15596,8.432256667,High
-13.155925,8.432215,High
-13.15571167,8.431883333,High
-13.15558667,8.431673333,High
-13.15552833,8.431551667,High
-13.15550667,8.431485,High
-13.15548,8.431406667,High
-13.15543667,8.431301667,High
-13.15536,8.431113333,High
-13.15533,8.431018333,High
-13.15531833,8.430986667,High
-13.15531,8.430965,High
-13.15529833,8.430953333,High
-13.15524333,8.430888333,High
-13.15523333,8.430873333,High
-13.15521333,8.430828333,High
-13.15519167,8.430786667,High
-13.15518,8.430765,High
-13.15509167,8.430523333,High
-13.152755,8.431011667,High
-13.15288333,8.430958333,High
-13.15290167,8.430933333,High
-13.1529,8.430875,High
-13.15289667,8.430836667,High
-13.15283,8.430683333,High
-13.15279167,8.430463333,High
-13.15282167,8.430456667,High
-13.152835,8.430461667,High
-13.152865,8.43047,High
-13.15290333,8.430478333,High
-13.15298667,8.430486667,High
-13.15303,8.430495,High
-13.15307,8.430505,High
-13.15311667,8.430515,High
-13.15316667,8.430526667,High
-13.153215,8.430543333,High
-13.15326167,8.430561667,High
-13.15330667,8.430578333,High
-13.153415,8.430603333,High
-13.153565,8.430608333,High
-13.153655,8.430611667,High
-13.15381,8.430625,High
-13.15385,8.430623333,High
-13.15397167,8.430625,High
-13.15413833,8.430621667,High
-13.15423,8.430605,High
-13.15427667,8.430591667,High
-13.15431667,8.43058,High
-13.15436,8.430571667,High
-13.15444667,8.430558333,High
-13.15461167,8.430535,High
-13.15466,8.430525,High
-13.15484167,8.43048,High
-13.15489167,8.43047,High
-13.15491,8.430468333,High
-13.15494167,8.430466667,High
-13.15498167,8.43043,High
-13.15497,8.430375,High
-13.15496333,8.430308333,High
-13.15495833,8.430198333,High
-13.15495833,8.430138333,High
-13.15496667,8.430065,High
-13.154965,8.43003,High
-13.15496167,8.43002,High
-13.15496,8.429976667,High
-13.15507333,8.42853,High
-13.15510333,8.427918333,High
-13.15512,8.427698333,High
-13.155135,8.427641667,High
-13.15550667,8.427613333,High
-13.15566,8.427645,High
-13.15570333,8.427655,High
-13.15575333,8.427656667,High
-13.1558,8.427658333,High
-13.15584833,8.427651667,High
-13.155895,8.42764,High
-13.15594167,8.427623333,High
-13.156025,8.427526667,High
-13.156195,8.427265,High
-13.15627333,8.42711,High
-13.15635167,8.426896667,High
-13.15637333,8.426826667,High
-13.15639,8.426751667,High
-13.15642833,8.426496667,High
-13.15646333,8.426161667,High
-13.15647167,8.425958333,High
-13.15647167,8.425745,High
-13.15648,8.425596667,High
-13.156485,8.42552,High
-13.15679167,8.425025,High
-13.15682833,8.425033333,High
-13.15686833,8.425041667,High
-13.156945,8.425058333,High
-13.157045,8.425081667,High
-13.15707167,8.42509,High
-13.15713,8.425101667,High
-13.15721,8.425128333,High
-13.157235,8.425143333,High
-13.15726,8.425156667,High
-13.15729,8.42517,High
-13.15731667,8.425181667,High
-13.15749333,8.425271667,High
-13.15759333,8.42528,High
-13.15762167,8.425288333,High
-13.157715,8.425288333,High
-13.157735,8.425255,High
-13.157745,8.425228333,High
-13.15775667,8.425198333,High
-13.15775333,8.425183333,High
-13.15774833,8.425178333,High
-13.15773833,8.425073333,High
-13.15777167,8.425001667,High
-13.15777333,8.42499,High
-13.1578,8.424945,High
-13.15781667,8.424925,High
-13.15783,8.4249,High
-13.15783333,8.424886667,High
-13.157835,8.424873333,High
-13.15784,8.424856667,High
-13.15784833,8.424836667,High
-13.15785833,8.424821667,High
-13.15786333,8.4248,High
-13.15786667,8.424781667,High
-13.15788167,8.424723333,High
-13.15789,8.424665,High
-13.15787667,8.424608333,High
-13.15787333,8.42458,High
-13.15786167,8.424523333,High
-13.15785333,8.424496667,High
-13.15782333,8.424403333,High
-13.15780833,8.42437,High
-13.157705,8.424096667,High
-13.15769,8.424066667,Medium
-13.15767333,8.424013333,High
-13.15769667,8.42397,High
